DDB ID,Name,v1,v2,v3,v4,CH2,C=C,ACH,ACCH2,OH,CH3OH,H2O,ACOH,CH2CO,CHO,CCOO,HCOO,CH2O,CH2NH2,CH2NH,(C)3N,ACNH2,PYRIDINE,CH2CN,COOH,CCL,CCL2,CCL3,CCL4,ACCL,CNO2,ACNO2,CS2,CH3SH,FURFURAL,DOH,I,BR,C=-C,DMSO,ACRY,CLCC,ACF,DMF,CF2,COO,CY-CH2,CY-CH2O,CHCL3,CY-CONC,CONR,CONR2,HCONR,ACS,EPOXIDES,CARBONAT,SULFONE,CH2S,Molecular formula,CAS No,Mol.Weight,Tc [K],Tm [K],Dipol Mom.,Polarizab.,Anisotr.,norm. Aniso.,H-Bond Acc.,H-Bond Don.,Dipol Mom._normed,Polarizab._normed,Anisotr._normed,norm. Aniso._normed,H-Bond Acc._normed,H-Bond Don._normed,training samples,AN_short,AN_long,AN_cyc,EN_lin,EN_branch,C_ARO_small,C_ARO_kond,POL_ARO_all,POL_ARO_ether,POL_ARO_on,H_ARO_all,HET_ARO_all,XALK_cl,XALK_br,XALK_i,OL_wl,OL_wul,OL_diol,OL_fol,OL_polyol,OL_etherol,OL_biol,COO_wl,COO_wul,COO_aro,COO2_small,COO2_med,COO2_long,NHR_ion,NHR_tert,NHR_long,ON_wl,ON_wul,COC_cyc,COC_wl,COC_wul,CN_wl,CN_wul,NO2_wl,NO2_wul,COOH_all,FF_all,CONR_wl,CONR_wul,PO_wl,PO_wul,S_POL_all,S_NPOL_all,FACID_all,H2O_all,Exo
159,Tetrahydrofuran,-0.305285991208791,-0.599475093906093,-0.236897525474525,0.293791955044955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,C4H8O,109-99-9,72.1069,540.2,164.76,1.8194,50.12897,8.65307,0.172616153892649,0.0277365581704966,0.0,-0.04031917882862683,-0.6356441717458982,-0.8922529485008638,-1.196184026625898,0.9295960145036403,-0.36804184584334126,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Toluene,0.565858022777223,-0.377793205794206,-0.213444518481519,1.21723991008991,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C7H8,108-88-3,92.1405,591.7,178.16,0.3707,78.58152,46.65116,0.593665788088599,0.0,0.0,-1.0277411729729609,-0.18333383848445203,0.24489501424401017,0.9788061417634127,-0.7767356676836642,-0.36804184584334126,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Triethylamine,-1.00167085214785,0.237277016043956,-0.0570244548545455,0.70011765034965,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H15N,121-44-8,101.192,535.0,158.4,0.5351,83.88976,14.56947,0.173673997875307,0.00988220412680844,0.0,-0.9156874863316076,-0.09894871998253434,-0.7151960962542436,-1.190719587103549,-0.16879008598016973,-0.36804184584334126,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"1,1,1-Trichloroethane [R140a]",-0.0158923587212787,-0.119685383104096,-0.213164559492408,0.171226843886114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2H3Cl3,71-55-6,133.404,545.0,242.75,1.8208,61.25861,10.18519,0.166265444155524,0.0,0.0,-0.039364950353578766,-0.4587162275904562,-0.8464020350291426,-1.22898949685726,-0.7767356676836642,-0.36804184584334126,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Water,0.112818627782218,0.193018455944056,-6.89870335664335,0.141705369330669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2O,7732-18-5,18.0153,647.3,273.15,2.0641,6.70598,2.49643,0.372269228360359,0.111018595614765,0.111018595614765,0.1264663267744093,-1.3259396664593228,-1.0764993312362485,-0.16484843388701947,6.053042772920252,8.79023546534619,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
176,p-Xylene,0.456406186803197,-0.298910969730269,-0.168509198801199,1.18040425974026,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C8H10,106-42-3,106.167,616.2,286.35,0.0824,92.61011,57.28786,0.618591857843598,0.0,0.0,-1.2242440796560639,0.03967872868749551,0.5632136911914148,1.1075652054240135,-0.7767356676836642,-0.36804184584334126,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Nitroethane,0.845779307692307,-0.771529617382617,-1.2306933996004,0.378326190929071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2H5NO2,79-24-3,75.0672,595.0,183.63,3.7398,41.05783,16.51165,0.402155934690167,0.0666071642665885,0.0,1.268609652230101,-0.7798481308448625,-0.6570735424552543,-0.01046451533308583,3.3208857441044732,-0.36804184584334126,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,Cyclopentanol,-0.460134479186813,0.0787239879152847,-0.930919462537463,-0.207879955100899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,C5H10O,96-41-3,86.1338,619.5,256.85,1.5649,61.71704,10.91678,0.176884374234409,0.0,0.0116098172614763,-0.21378428375699915,-0.4514285635295181,-0.8245081430449791,-1.1741359436307066,-0.7767356676836642,0.5896889327172737,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Fluorobenzene,0.960751625374625,-0.363383678621379,-0.299645107892108,0.856373064935065,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H5F,462-06-6,96.1041,560.1,230.94,1.5359,65.22837,40.09698,0.614716878560663,0.0,0.0,-0.23355044502585093,-0.3956089325125824,0.04875167034269321,1.0875484635517867,-0.7767356676836642,-0.36804184584334126,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,"1,1,2,2-Tetrachloroethane",-0.236356985645055,-0.92791476123876,-0.567160131868131,0.0159210371628372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2H2Cl4,79-34-5,167.849,650.0,230.65,0.0,72.5526,34.04315,0.469220262264895,0.0,0.0,-1.280407241330319,-0.27917561064218827,-0.13241797400795194,0.33596555199904843,-0.7767356676836642,-0.36804184584334126,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,N-Methylformamide,0.0150920713996004,-0.243635382217782,-1.82354063936064,0.121989490241758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C2H5NO,123-39-7,59.0678,725.0,270.6,3.9883,36.53125,16.60639,0.454580393498717,0.0338592808288752,0.0169296404144376,1.437985206551125,-0.8518071963182418,-0.6542383105267429,0.26034128339291934,1.3062611936876383,1.0285380769666415,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
227,"N,N-Dimethylacetamide",-0.127770926503497,-0.680205015984017,-1.18154157842158,-0.435738822177822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C4H9NO,127-19-5,87.1216,643.0,251.42,3.8627,60.88105,22.33163,0.366807569843161,0.0229563141342026,0.0,1.3523772805039593,-0.46471830084667365,-0.48290219857412997,-0.1930613869767187,0.6355190855070337,-0.36804184584334126,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
238,Propyl acetate,0.14639784982018,-0.637675745254746,-0.420697548451549,0.280553378221778,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H10O2,109-60-4,102.133,549.4,178.0,2.1571,68.36224,25.90229,0.378897619504569,0.0391646186834813,0.0,0.18985436118831353,-0.34578978505135133,-0.37604501852495875,-0.1306085619098684,1.6326414896989627,-0.36804184584334126,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Cyclopentanone,0.10616802453047,-0.217222376794206,-0.720370402597402,-0.219632969500499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,C5H8O,120-92-3,84.1179,626.0,221.17,3.1484,58.33547,14.83625,0.254326398673054,0.0237761240162629,0.0,0.8655162806991016,-0.5051853991610136,-0.7072123177669282,-0.7740984466361592,0.6859531576269735,-0.36804184584334126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Cyclohexanone,-0.0787052771388611,-0.884775983016982,-0.554434304695305,0.171380922088911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,C6H10O,108-94-1,98.1448,665.5,242.0,3.3202,70.26136,16.21961,0.230846798297101,0.0203780121249172,0.0,0.9826137464228514,-0.31559946467221217,-0.6658132630843705,-0.8953855724946788,0.4769039329835116,-0.36804184584334126,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Cyclohexanol,-0.652629361138861,0.0643436860819181,-0.91676278021978,0.0721097800709292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,C6H12O,108-93-0,100.161,650.0,298.61,1.6305,73.68155,13.26773,0.180068551760923,0.0,0.00998392587933427,-0.16907186378332037,-0.261228686702664,-0.7541525540399774,-1.1576876338541184,-0.7767356676836642,0.45556397758633715,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Ricinoleic acid,-0.169758876093906,0.0298787136187512,-0.371683212227772,-0.39418718412987,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C18H34O3,141-22-0,298.466,0.0,278.6,1.6284,224.2447,19.60726,0.0874368937147678,0.00670093075928246,0.00670093075928246,-0.1705032064958924,2.132274480970993,-0.564432922756931,-1.6361892858427904,-0.3644995717548818,0.18473926075198271,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266,3-Methyl-1-butanol,-0.37626824079021,0.346049064735264,-0.683898045954047,0.113601893578422,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H12O,123-51-3,88.1497,579.5,156.0,1.5616,66.9226,15.11792,0.225901563896202,0.0,0.0113442994895065,-0.2160335365910408,-0.36867574951416776,-0.6987829344303882,-0.9209308653266642,-0.7767356676836642,0.5677855265961355,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,2-Ethoxyethanol,-0.11001343052947,-0.387867256743257,-1.01555375324675,0.0158797445634366,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4H10O2,110-80-5,90.1222,579.1,203.15,0.4862,60.11494,19.50831,0.32451683391849,0.0221921395441735,0.0110960697720867,-0.9490173237814992,-0.4768971554454681,-0.5673941450424091,-0.41152003740580567,0.5885076536749422,0.5473082671206391,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"1,2-Propanediol",-0.446772619470529,0.440683336663337,-2.11494484515484,0.0434995015294705,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H8O2,57-55-6,76.0953,676.4,213.0,2.655,46.75688,7.86758,0.168265718328511,0.0,0.0262829358039293,0.5292189024214632,-0.689250303768778,-0.915759876171609,-1.2186568037327599,-0.7767356676836642,1.8001211840676918,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,N-Methyl-2-pyrrolidone,-0.476231782217782,-1.04259068531469,-1.18943415584416,-0.391232299700299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,C5H9NO,872-50-4,99.133,721.7,249.7,3.995,67.90477,21.82267,0.321371679780375,0.0201749165262829,0.0,1.4425518713959975,-0.3530621879873664,-0.498133564864347,-0.4277667664678847,0.4644096482805478,-0.36804184584334126,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
285,3-Pentanone,0.0115944944355644,-0.312317506963037,-0.44743099000999,-0.218202143936064,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H10O,96-22-0,86.1338,561.0,234.15,2.7438,63.35888,19.53358,0.308300588646769,0.0232196345229526,0.0,0.5897442514102234,-0.42532822462977193,-0.5666379036361027,-0.49528729705806945,0.6517183528828951,-0.36804184584334126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,N-Methylacetamide,-0.1557427212008,-0.440909083736264,-1.49222304695305,0.0855447832867131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C3H7NO,79-16-3,73.0947,718.0,303.72,3.8237,48.46853,19.86338,0.409820145153979,0.0273616526438197,0.0136808263219098,1.3257952015561933,-0.6620401949410296,-0.5567681602328617,0.029126024720678465,0.9065321154407645,0.7605330618868698,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
296,1-Hexanol,-0.237601978949051,0.175655602337663,-0.715589309090909,-0.281720526512388,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H14O,111-27-3,102.177,610.0,229.15,1.5497,79.64247,27.97639,0.351274765837875,0.0,0.00978693835207532,-0.22414447862894898,-0.1664679108936479,-0.31397456736467305,-0.27329823616322757,-0.7767356676836642,0.4393138494749793,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Hexafluorobenzene,0.610453869430569,-0.982500692307693,-0.375097113886114,1.25164472527473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6F6,392-56-3,186.056,516.7,278.23,0.0,68.39115,44.96557,0.657476442492925,0.0,0.0,-1.280407241330319,-0.34533020263309405,0.1944512884008657,1.3084289099506605,-0.7767356676836642,-0.36804184584334126,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Perfluoro-n-heptane,1.53691202397602,-0.418094094145854,-0.955118901098903,1.83579331668332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,C7F16,335-57-9,388.051,474.85,221.87,0.0767,92.69527,23.62156,0.254830262644469,0.0,0.0,-1.2281291527330451,0.04103251764421605,-0.4442991721698161,-0.7714956675454566,-0.7767356676836642,-0.36804184584334126,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
315,cis-Decahydronaphthalene,-0.289378057426573,0.128769429776224,-0.146664166733267,0.20719182219041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,C10H18,493-01-6,138.253,702.3,230.15,0.0309,111.35313,21.26389,0.190959068685362,0.0,0.0,-1.2593460557024734,0.3376366137461615,-0.5148558669227552,-1.1014311611829921,-0.7767356676836642,-0.36804184584334126,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Propionitrile,0.872207582247752,-0.894377092907093,-1.05272962437562,0.288424418528471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H5N,107-12-0,55.0794,564.4,180.3,4.1058,39.37136,17.79485,0.451974480942492,0.0181557399371811,0.0,1.5180722392783697,-0.8066579530834819,-0.6186719210633838,0.2468800813655263,0.34019146069085054,-0.36804184584334126,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,1-Heptanol,-0.278229555314685,0.0790914525634367,-0.639922286713286,-0.312869873804984,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C7H16O,111-70-6,116.203,633.0,239.15,1.4562,91.99762,34.88069,0.379147743169878,0.0,0.00860562980301713,-0.287873308926799,0.029941972016500926,-0.10735337458420863,-0.12931651349384882,-0.7767356676836642,0.34186394729917663,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,1-Octanol,-0.605601350649351,0.11652886953047,-0.493803695304695,0.361392147852148,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C8H18O,111-87-5,130.23,652.5,257.7,1.546,104.41697,42.10589,0.403247575561712,0.0,0.00767872226061583,-0.22666636817014735,0.22737244265588286,0.10887121618928194,-0.0048254933029247896,-0.7767356676836642,0.26540039389051423,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,1-Decene,-0.13179257502997,-0.00156104778011988,0.0093059974132867,0.110359952396603,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C10H20,872-05-9,140.269,615.0,206.85,0.4846,125.09277,60.01016,0.479725247110604,0.0,0.0,-0.9501078706101255,0.5560557412863046,0.6446824676215029,0.39023050535099113,-0.7767356676836642,-0.36804184584334126,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Ethyl butyrate,-0.123380440789211,0.0578917534115884,-0.348894756243756,-0.338308338943057,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H12O2,105-54-4,116.16,568.8,180.0,1.8173,80.54345,32.05222,0.397949429779827,0.034435261707989,0.0,-0.041750521541198855,-0.15214502721320802,-0.19199944227300555,-0.032193798724442634,1.3416950934644098,-0.36804184584334126,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Acetophenone,0.348446519087912,-0.847101112887112,-0.827856520479521,0.24624095944056,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C8H8O,98-86-2,120.151,709.5,292.85,3.1368,93.65371,62.89139,0.671531218571053,0.016645720801325,0.0,0.8576098161915607,0.05626884323932458,0.7309074548432137,1.3810308012863868,0.24729624721908364,-0.36804184584334126,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Cycloheptanol,-0.70196735064935,0.0917907565004995,-0.816659805194805,-0.0272793657342657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,C7H14O,502-41-0,114.188,653.15,275.15,1.6393,84.90822,16.18109,0.190571537125616,0.0,0.00875748765194241,-0.16307385622587572,-0.08275825613962905,-0.6669660299609407,-1.103433009098138,-0.7767356676836642,0.3543911846024151,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Nonane,-0.180178459280719,0.181264313834166,-0.0430205891998002,1.76836958071928,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C9H20,111-84-2,128.258,594.7,219.65,0.0928,113.00069,44.67184,0.395323603776225,0.0,0.0,-1.2171555252699928,0.36382788351524137,0.1856609920702594,-0.04575786642074059,-0.7767356676836642,-0.36804184584334126,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
