DDB ID,Name,v1,v2,v3,v4,CH2,C=C,ACH,ACCH2,OH,CH3OH,H2O,ACOH,CH2CO,CHO,CCOO,HCOO,CH2O,CH2NH2,CH2NH,(C)3N,ACNH2,PYRIDINE,CH2CN,COOH,CCL,CCL2,CCL3,CCL4,ACCL,CNO2,ACNO2,CS2,CH3SH,FURFURAL,DOH,I,BR,C=-C,DMSO,ACRY,CLCC,ACF,DMF,CF2,COO,CY-CH2,CY-CH2O,CHCL3,CY-CONC,CONR,CONR2,HCONR,ACS,EPOXIDES,CARBONAT,SULFONE,CH2S,Molecular formula,CAS No,Mol.Weight,Tc [K],Tm [K],Dipol Mom.,Polarizab.,Anisotr.,norm. Aniso.,H-Bond Acc.,H-Bond Don.,Dipol Mom._normed,Polarizab._normed,Anisotr._normed,norm. Aniso._normed,H-Bond Acc._normed,H-Bond Don._normed,training samples,AN_short,AN_long,AN_cyc,EN_lin,EN_branch,C_ARO_small,C_ARO_kond,POL_ARO_all,POL_ARO_ether,POL_ARO_on,H_ARO_all,HET_ARO_all,XALK_cl,XALK_br,XALK_i,OL_wl,OL_wul,OL_diol,OL_fol,OL_polyol,OL_etherol,OL_biol,COO_wl,COO_wul,COO_aro,COO2_small,COO2_med,COO2_long,NHR_ion,NHR_tert,NHR_long,ON_wl,ON_wul,COC_cyc,COC_wl,COC_wul,CN_wl,CN_wul,NO2_wl,NO2_wul,COOH_all,FF_all,CONR_wl,CONR_wul,PO_wl,PO_wul,S_POL_all,S_NPOL_all,FACID_all,H2O_all,Exo
416,Amyl acetate,0.11684163711988,-0.639252421578422,-0.22674215984016,0.404314862137862,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C7H14O2,628-63-7,130.187,597.8,202.35,2.2117,93.1579,39.18526,0.420632710698717,0.0307250339895689,0.0,0.22706927171518648,0.04838694912669284,0.021467126814485364,0.08497982874969598,1.1134447436858315,-0.36804184584334126,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,"1,4-Dicyanobutane",0.334749613126873,-0.977917797202797,-1.73621486513487,-0.0134502515204795,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H8N2,111-69-3,108.143,781.0,275.64,0.0009,52.41254,38.2452,0.729695603380412,0.00924701552573907,0.0,-1.2797938087392167,-0.599342247745208,-0.0066655323233278585,1.6814869823073013,-0.20786639918047825,-0.36804184584334126,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Quinoline,-0.360104496603397,-0.553075171828173,-0.725401706293706,0.185177392777223,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C9H7N,91-22-5,129.161,782.0,257.55,2.055,109.49432,90.87256,0.829929442915395,0.0077422751449741,0.0,0.1202638416865974,0.30808710164374165,1.568284556184833,2.199258755093221,-0.30043686770735545,-0.36804184584334126,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Phenylcyclohexane,0.0394072815884116,-0.160175146596404,-0.190527176223776,0.29759679973956,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,C12H16,827-52-1,160.259,0.0,280.15,0.5116,135.46601,63.69661,0.470203632630798,0.0,0.0,-0.9317048928770564,0.7209591907627477,0.7550048313840194,0.3410452877451887,-0.7767356676836642,-0.36804184584334126,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Triethylene glycol,-0.14281698320979,-0.715381177822177,-2.02052886113886,-0.289532852427573,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H14O4,112-27-6,150.175,797.0,268.85,0.014,93.23767,41.09908,0.440799089037725,0.0133177959047778,0.00665889795238888,-1.2708649565798387,0.04965505322577232,0.07874096647485766,0.1891520475502687,0.04256487240277118,0.1812718407259282,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Chlorocyclohexane,-0.10522167002997,-0.346210514816184,-0.184910553358641,-0.0708625691568431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,C6H11Cl,542-18-7,118.606,586.0,230.15,2.493,81.44241,25.32844,0.310998164224266,0.0,0.0,0.4188010360230494,-0.13785425548312744,-0.393218312193697,-0.4813525970060262,-0.7767356676836642,-0.36804184584334126,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Diethylene glycol monomethyl ether,0.0335466385854146,-0.194388563374326,-1.35655113886114,0.175999924318681,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H12O3,111-77-3,120.148,672.0,197.15,1.6309,76.93561,30.87986,0.401372784332249,0.0332922728634684,0.0083230682158671,-0.16879922707616382,-0.20949887819507013,-0.22708401588193108,-0.01450998691292716,1.27137930064673,0.3185545426153935,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,2-Isopropoxyethanol,-0.246431821933067,-0.30593994105894,-0.797935664335664,0.0648606013286714,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H12O2,109-59-1,104.149,597.4,0.0,0.48,71.82071,19.95217,0.277805245868497,0.0192032568723656,0.00960162843618278,-0.9532431927424261,-0.29081046972549424,-0.5541109906853366,-0.652815211435822,0.4046338952260166,0.42402704469367847,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Diethylene glycol,-0.34643371028971,-0.462622802197802,-2.29297700299701,-0.153707195264735,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4H10O3,111-46-6,106.122,753.0,262.65,2.0333,63.56725,23.30997,0.366697788562507,0.018846233580219,0.0094231167901095,0.10547330032335304,-0.4220157656712009,-0.45362395490788726,-0.19362847737819014,0.3826700974496738,0.40930105082784907,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Perfluorohexane,-0.613254050925675,1.713379000999,-1.34222,1.66416044855145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,C6F14,355-42-0,338.044,451.7,186.89,0.0593,79.76983,17.43321,0.218543903127285,0.0,0.0,-1.2399888494943563,-0.1644432683205156,-0.629494522653281,-0.9589378804979225,-0.7767356676836642,-0.36804184584334126,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
488,Acetic acid benzyl ester,0.13793898982018,-0.725768220779221,-0.688725762237762,0.202410509492507,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C9H10O2,140-11-4,150.177,0.0,221.15,1.7481,107.7566,44.97187,0.417346779686813,0.0266352370869041,0.0,-0.08891667187928669,0.2804625578923001,0.19463982503955718,0.06800589725930382,0.8618435902250698,-0.36804184584334126,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,Diethylene glycol diethyl ether,-0.184961217135864,-0.667522980019979,-0.315692625374625,0.069440258873885,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C8H18O3,112-36-7,162.229,612.0,232.85,1.061,116.17407,51.99449,0.447556756856328,0.0123282520387847,0.0,-0.5572383755974974,0.414275121649089,0.4048019154533491,0.2240597160838606,-0.01831110359536768,-0.36804184584334126,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Limonene,-0.530930381218781,-0.197230175564436,-0.328860641725275,1.49791717082917,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,C10H16,138-86-3,136.237,0.0,177.65,0.7066,117.01343,48.24879,0.41233549003734,0.0,0.0,-0.798794498138225,0.42761843187352677,0.29270640949361604,0.042119386897244135,-0.7767356676836642,-0.36804184584334126,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Hexadecane,0.00933983301798204,0.092489793023976,0.0158620804821179,2.11599671328671,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C16H34,544-76-3,226.446,722.4,291.35,0.0001,200.87199,99.04976,0.493098913392554,0.0,0.0,-1.2803390821535297,1.7607183902401755,1.8129991279161333,0.45931402975330426,-0.7767356676836642,-0.36804184584334126,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Phthalic acid dibutyl ester,-0.422687076383617,-0.910381707292708,-0.226529233766234,0.0990951151988011,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,C16H22O4,84-74-2,278.348,797.0,238.15,1.6948,206.33958,97.44537,0.472257285781041,0.00718525011855663,0.0,-0.12524551310790055,1.8476366965092779,1.7649854298605663,0.3516537173655823,-0.3347046180354537,-0.36804184584334126,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,1-Dodecanol,-0.259786495815185,0.113335657276723,-0.388699599400599,0.310237191977023,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C12H26O,112-53-8,186.338,680.0,296.95,1.5431,154.45966,72.42781,0.468910847013388,0.0,0.00536659189215297,-0.22864298429703264,1.0229013422167041,1.0162986567399266,0.3343672246872041,-0.7767356676836642,0.07466540056125709,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Sulfolane,0.141924061713287,-1.07052844155844,-1.93866652347652,0.106990928721279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,C4H8O2S,126-33-0,120.172,855.0,301.65,5.1225,68.13781,9.20211,0.135051449408192,0.0332856239390207,0.0,2.2110465896936,-0.34935754991228174,-0.8758221300711626,-1.3902297074591479,1.2709702639390088,-0.36804184584334126,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
546,Monoethanolamine,-0.0143508824985015,-0.235906316957043,-3.00369338661338,-0.42429562963137,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2H7NO,141-43-5,61.084,667.12,283.5,2.7285,38.82917,7.93623,0.204388350304681,0.016370899089778,0.049112697269334,0.5793158973614844,-0.8152771502939613,-0.9137054253388847,-1.032060348057058,0.23038942732877746,3.683420871752428,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,"2,5-Hexanedione",-0.0016942503996004,-0.355417753296703,-1.24084369230769,0.118827779742258,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H10O2,110-13-4,114.144,0.0,0.0,1.1858,76.35573,29.34739,0.38435085356397,0.0175217269414073,0.0,-0.47217572296464533,-0.2187172335288328,-0.27294540361135744,-0.10243912652305837,0.301187469822291,-0.36804184584334126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,"1,1,1,3,3,3-Hexafluoro-2-propanol",-0.614042921618382,1.04925946053946,-1.82228541458542,-1.77437791208791,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H2F6O,920-66-1,168.039,0.0,269.15,2.517,44.09938,4.55006,0.103177414285643,0.0,0.00595099947036105,0.4351592384524441,-0.7314965948970704,-1.015041474519457,-1.554879447983982,-0.7767356676836642,0.12287504178714972,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Phthalic acid diethyl ester,0.324545719480519,-0.895067474525474,-0.794712953046954,0.373848425574426,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,C12H14O4,84-66-2,222.241,762.15,269.15,3.7188,154.46988,77.13762,0.499369974262944,0.00899923956425682,0.0,1.2542962251043808,1.0230638096091145,1.1572465529740645,0.4917080627383122,-0.22310938537085945,-0.36804184584334126,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Tripentylamine,-0.692025542017982,0.14954842034965,0.106024612467533,0.634881029205795,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C15H33N,621-77-2,227.434,0.0,0.0,0.2715,196.74965,46.15951,0.234610379230662,0.00439687997397047,0.0,-1.095355076347792,1.6951855301198349,0.2301816748134357,-0.8759442742162361,-0.5062430003439524,-0.36804184584334126,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Ethoxybenzene,0.386611600186813,-0.639735471528471,-0.414771,0.891885977022979,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C8H10O,103-73-1,122.167,647.0,243.0,1.3665,97.35582,60.5704,0.62215489531083,0.0163710330940434,0.0,-0.34901209050666143,0.11512130489462537,0.6614484622977667,1.125970568667307,0.23039767116790844,-0.36804184584334126,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,"1,4-Butanediol",-0.169777491423576,0.0941004608471527,-1.98808514485514,-0.0937026655234767,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4H10O2,110-63-4,90.1222,727.0,293.35,0.0005,58.9344,19.51209,0.331081507574524,0.0,0.0110960697720867,-1.2800664454463733,-0.4956642058795581,-0.5672810230591944,-0.37760930693379346,-0.7767356676836642,0.5473082671206391,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,"3,3'-Oxybispropionitrile",0.0458757766523477,-0.767454625574426,-2.12688621378621,-0.36817739704995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H8N2O,1656-48-0,124.142,0.0,246.82,2.3898,82.27295,50.60619,0.615101196687368,0.0241658745630004,0.0,0.3484607655766526,-0.12465115684392072,0.36325502410489685,1.0895337120337458,0.7099303108829759,-0.36804184584334126,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,gamma-Butyrolactone,0.188186269090909,-0.977938613386614,-1.73706975024975,0.0146482352777223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C4H6O2,96-48-0,86.0904,731.0,229.78,4.685,50.32093,17.38002,0.345383521329991,0.0464630038331978,0.0,1.9128501912410931,-0.6325925826414818,-0.6310863105599468,-0.3037302751523934,2.081632519271383,-0.36804184584334126,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,Bis(2-ethylhexyl) phthalate,-0.380349437042957,-0.643487812187811,-0.166008315784216,0.101117703717283,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,C24H38O4,117-81-7,390.563,802.15,227.15,4.6146,299.32578,108.62924,0.362913077517078,0.00512081277540371,0.0,1.864866130781536,3.325838794764636,2.0996789627750765,-0.21317892617438022,-0.461707212332082,-0.36804184584334126,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,"1,1,2,2-Tetrabromoethane",-0.260413036083916,-1.04218962137862,-1.01415364935065,1.00075261938062,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2H2Br4,79-27-6,345.654,806.0,273.25,0.0005,104.48792,54.00936,0.516895733018707,0.0,0.0,-1.2800664454463733,0.22850033516973128,0.46509982294543006,0.5822397955591692,-0.7767356676836642,-0.36804184584334126,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Phthalic acid dinonyl ester,-0.0388706398677123,-0.66292698901099,0.0132211532799201,0.485037023846154,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,C26H42O4,84-76-4,418.617,858.0,0.0,1.9051,333.1717,145.45035,0.436562739272273,0.00477763683749107,0.0,0.01809323567966994,3.8638875585745667,3.2016040917093176,0.16726859642861683,-0.4828191315480558,-0.36804184584334126,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Phthalic acid benzyl butyl ester,-0.128422186474526,-1.13215793706294,-0.624733326673327,0.141870644178621,4,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,C19H20O4,85-68-7,312.365,0.0,0.0,3.4579,230.11253,113.50344,0.493251888543401,0.0064027659949098,0.0,1.0764689328615031,2.2255554045726216,2.245546468221036,0.46010424407028255,-0.38284243826461906,-0.36804184584334126,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,Ethyl benzoate,-0.142459525794206,-0.377383068220779,-0.323332928963037,-0.0197806527122877,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C9H10O2,93-89-0,150.177,697.0,238.3,2.0809,111.38201,73.79264,0.662518480318321,0.0133176185434521,0.0,0.1379170684749858,0.338095719254265,1.0571431742931272,1.3344742542717045,0.04255396127070589,-0.36804184584334126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,"1,5-Pentanediol",-0.0879299844715284,0.0830414187842158,-1.79276377622378,-0.13270793866034,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H12O2,111-29-5,104.149,730.0,255.15,3.0139,71.14873,25.73319,0.361681649131334,0.0,0.00960162843618278,0.7738421879177024,-0.3014929392315676,-0.3811055813190402,-0.21954003995894253,-0.7767356676836642,0.42402704469367847,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,"1,3-Propanediol",0.131202408346653,0.445860126373627,-2.39016100899101,0.012539269015984,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H8O2,504-63-2,76.0953,718.2,246.0,3.0584,46.82846,13.82643,0.295256986883617,0.0,0.0131414679019647,0.8041730215888715,-0.6881123961416988,-0.737432646097616,-0.5626658275000131,-0.7767356676836642,0.7160396691121795,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,"1,6-Hexanediol",-0.163687344055944,0.225348702856144,-1.63189489510489,0.131678231268731,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H14O2,629-11-8,118.176,740.8,315.15,0.0314,83.45561,32.4877,0.389281199909748,0.0,0.00846195505009477,-1.2590052598185275,-0.10585040475895886,-0.17896707157184305,-0.07697074000064925,-0.7767356676836642,0.33001175963103596,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,Dichloroacetic acid,0.0725325692697303,-0.566185199740259,-1.27084897102897,0.0567565049150849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2H2Cl2O2,79-43-6,128.942,0.0,283.95,0.86,54.38306,11.89742,0.218770698081351,0.0155108498394627,0.00775542491973135,-0.6942383209436777,-0.5680168811999126,-0.7951610685423887,-0.9577663397690585,0.1774798602861208,0.2717278403763545,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
